filename	acq_time	operator	randstr	MotionExclusion	MeanFD	RepeatSubjectExclusion	OtherExclusion	OtherExclusionReason
anat/sub-SAXLIT210_T1w.nii.gz	2000-01-01T00:00:00	olson	fe36917c	False	n/a	False	False	n/a
func/sub-SAXLIT210_task-litshort_run-001_bold.nii.gz	2000-01-01T00:00:01	olson	7a19e99f	False	0.14647103623913044	False	False	n/a
func/sub-SAXLIT210_task-litshort_run-002_bold.nii.gz	2000-01-01T00:00:02	olson	ef756b61	False	0.15061216196684782	False	False	n/a
func/sub-SAXLIT210_task-litshort_run-003_bold.nii.gz	2000-01-01T00:00:03	olson	20fb2d8a	False	0.15656636232717389	False	False	n/a
func/sub-SAXLIT210_task-litshort_run-004_bold.nii.gz	2000-01-01T00:00:04	olson	8bec9713	False	0.18230580317630435	False	False	n/a
func/sub-SAXLIT210_task-langloc_run-001_bold.nii.gz	2000-01-01T00:00:05	olson	67e3cf2e	False	0.18380448888483145	False	False	n/a
func/sub-SAXLIT210_task-langloc_run-002_bold.nii.gz	2000-01-01T00:00:06	olson	8bff1fee	False	0.1969979595955056	False	False	n/a
func/sub-SAXLIT210_task-litlong_run-001_bold.nii.gz	2000-01-01T00:00:07	olson	6fadf55d	True	0.3610594292873563	False	False	n/a
func/sub-SAXLIT210_task-litlong_run-002_bold.nii.gz	2000-01-01T00:00:08	olson	5e579834	False	0.201526731816092	False	False	n/a
func/sub-SAXLIT210_task-tom_run-001_bold.nii.gz	2000-01-01T00:00:09	olson	e4193cfd	False	0.12080391484962966	False	False	n/a
func/sub-SAXLIT210_task-tom_run-002_bold.nii.gz	2000-01-01T00:00:10	olson	02b55724	False	0.11206076705762964	False	False	n/a
